GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1040107556	2020-12-31 09:08:18.990181	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	10				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	1997-10-15	17:00:00	obsr527452	S78305452	Traveling	P22	EBIRD	120	3.219		2	1		0	1	0		With Larry F		
URN:CornellLabOfOrnithology:EBIRD:OBS1040091406	2020-12-31 09:19:02.278126	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	15				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	1997-10-18	14:00:00	obsr527452	S78304662	Traveling	P22	EBIRD	180	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1040094734	2020-12-31 09:19:02.272935	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	15				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	1997-10-19	08:30:00	obsr527452	S78305089	Traveling	P22	EBIRD	120	4.828		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1040112868	2021-01-03 14:46:07.326886	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	15				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	1997-10-11	09:00:00	obsr527452	S78306191	Traveling	P22	EBIRD	180	4.828		6	1		0	1	0		ST, LF, WF, Jim E, Ira and Rick		
URN:CornellLabOfOrnithology:EBIRD:OBS1040111907	2020-12-31 09:19:02.28398	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	15				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	1997-10-11	09:00:00	obsr527452	S78305735	Traveling	P22	EBIRD	180	4.828		30	1		0	1	0		With Larry F and Wayne F - plus 27 others!!		
URN:CornellLabOfOrnithology:EBIRD:OBS1043494307	2021-01-05 15:16:08.548536	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	1998-04-11	09:00:00	obsr527452	S78602792	Traveling	P22	EBIRD	150	4.828		40	1		0	1	0		Monthly walk - big crowd of folks today. Also saw a Red Fox		
URN:CornellLabOfOrnithology:EBIRD:OBS1043501655	2021-01-03 16:20:17.190626	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	5				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	1998-04-24	15:00:00	obsr527452	S78603791	Traveling	P22	EBIRD	60	1.609		2	1		0	1	0		ST and Dee		
URN:CornellLabOfOrnithology:EBIRD:OBS1043536612	2021-01-03 16:44:50.781723	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	5				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	1998-05-06	08:30:00	obsr527452	S78606430	Traveling	P22	EBIRD	120	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1043530484	2021-01-05 15:16:08.490857	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	12				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	1998-05-05	09:00:00	obsr527452	S78605914	Traveling	P22	EBIRD	180	4.828		3	1		0	1	0		ST, LF and Rick		
URN:CornellLabOfOrnithology:EBIRD:OBS1043545415	2021-01-05 15:16:08.535383	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Hooper Lane	L870227	H	35.3977086	-82.5444889	1998-05-01	13:00:00	obsr527452	S78607478	Traveling	P22	EBIRD	240	4.828		8	1		0	1	0		CBC Field-trip; Partly sunny with thunderstorms		
URN:CornellLabOfOrnithology:EBIRD:OBS1032247683	2020-12-20 08:04:27.075311	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	15				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	2002-03-27	11:00:00	obsr527452	S77722383	Traveling	P22	EBIRD	90	3.219		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1021427884	2020-12-02 14:06:49.615191	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	15				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	2002-04-08	09:00:00	obsr527452	S76954359	Traveling	P22	EBIRD	120	3.219		14	1		0	1	0		Scheduled monthly bird walk - overcast and cool		
URN:CornellLabOfOrnithology:EBIRD:OBS1021385533	2020-12-01 16:42:03.268293	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	13				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	2002-04-13	09:00:00	obsr527452	S76952714	Traveling	P22	EBIRD	120	2.414		12	1		0	1	0		Scheduled monthly walk		
URN:CornellLabOfOrnithology:EBIRD:OBS1020174032	2020-11-29 14:19:17.272526	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	8				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	2002-08-10	08:00:00	obsr527452	S76864784	Traveling	P22	EBIRD	120	2.414		6	1		0	1	0		Monthly bird walk		
URN:CornellLabOfOrnithology:EBIRD:OBS1020165772	2020-11-29 14:25:05.870191	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Fletcher Community Park	L898752	H	35.4255673	-82.4953079	2002-10-13	09:00:00	obsr527452	S76865182	Traveling	P22	EBIRD	120	3.219		5	1		0	1	0		Monthly walk		
URN:CornellLabOfOrnithology:EBIRD:OBS1021106669	2020-12-01 14:39:28.165746	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	79				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Hooper Lane	L870227	H	35.3977086	-82.5444889	2002-12-29	07:00:00	obsr527452	S76930722	Historical	P62	EBIRD	360	6.437		2	1		0	1	0		Christmas Bird Count - Section 7 with Les Saucier. We just walked the fields for the day.		
URN:CornellLabOfOrnithology:EBIRD:OBS971265041	2020-08-23 09:33:42	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	5				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	2005-04-22	08:00:00	obsr527452	S72720868	Traveling	P22	EBIRD	240	3.219		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS974026224	2020-08-30 04:48:04	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	4				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Butler Farm Road	L12179987	P	35.4216312	-82.5575858	2005-04-26	11:00:00	obsr527452	S72972650	Traveling	P22	EBIRD	20	1.609		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS932127403	2020-05-26 10:33:45	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	11				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Mills River Park	L2327984	H	35.3834520	-82.5487804	2020-05-26	08:52:00	obsr157121	S69665577	Traveling	P22	EBIRD	34	31.301		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS928333252	2020-05-22 14:58:59	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	7				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Hooper Lane	L870227	H	35.3977086	-82.5444889	2020-05-21	11:20:00	obsr431216	S69426752	Traveling	P22	EBIRD	100	0.573		1	1		0	1	0		Overcast, calm, and mid 60s.		
URN:CornellLabOfOrnithology:EBIRD:OBS927647576	2020-05-25 11:05:23	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	5				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Hooper Lane	L870227	H	35.3977086	-82.5444889	2020-05-20	11:40:00	obsr431216	S69383886	Stationary	P21	EBIRD	25			1	1		0	1	0		Sprinkling, calm, and 48. Presumably turnstones were found by Todd Arcos this AM; thanks to Tim Novak for pointing them out.		
URN:CornellLabOfOrnithology:EBIRD:OBS926895773	2020-05-25 11:19:06	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	4	S 	C2		United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Hooper Lane	L870227	H	35.3977086	-82.5444889	2020-05-19	15:55:00	obsr431216	S69335249	Traveling	P22	EBIRD	40	1.770		1	1		0	1	0		Light rain, a little breezy, and 59.		
URN:CornellLabOfOrnithology:EBIRD:OBS928947888	2020-05-22 13:36:58	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2	S 	C2		United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Fletcher Community Park	L898752	H	35.4255673	-82.4953079	2020-05-22	13:05:00	obsr431216	S69465028	Traveling	P22	EBIRD	30	0.649		1	1		0	1	0		Overcast, a little breeze, and 70. Loop around pond.		
URN:CornellLabOfOrnithology:EBIRD:OBS922640034	2020-05-15 11:11:51	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	4				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			69 Balfour Rd, Hendersonville US-NC 35.35247, -82.47020	L11452013	P	35.3524730	-82.4701990	2020-05-15	09:36:00	obsr157121	S69083819	Traveling	P22	EBIRD	95	1.628		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS923736334	2020-05-16 15:35:55	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	11	DD	C4		United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Hooper Lane	L870227	H	35.3977086	-82.5444889	2020-05-16	07:30:00	obsr431216	S69144992	Traveling	P22	EBIRD	240	5.091		1	1		1	1	0		Essentially clear, calm, and 52 to 77. Wooded riparian focus down main sod road by bridge.	DD in ditch with female flying around, all the while alarm calling; male also alarm called, but stationary while calling.  Both sexes also tail bobbed while perched. Two presumably recently fledged young also seen around ditches.	
URN:CornellLabOfOrnithology:EBIRD:OBS926603698	2020-05-19 12:53:29	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	12	P 	C3		United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Hooper Lane	L870227	H	35.3977086	-82.5444889	2020-05-18	12:10:00	obsr431216	S69313852	Traveling	P22	EBIRD	50	1.287		1	1		0	1	0		Overcast, calm, and 60ish. Searching in vain with several others for pair of Lark Bunting seen 30 minutes earlier intersection of Hooper Lane and Jeffers Road.		
URN:CornellLabOfOrnithology:EBIRD:OBS920850553	2020-05-15 13:29:45	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	11				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Berkeley Park	L9882261	P	35.3497116	-82.4707501	2020-05-13	08:55:00	obsr431216	S68974890	Traveling	P22	EBIRD	109	0.780		1	1		0	1	0		Overcast, calm, and low 50s.		
URN:CornellLabOfOrnithology:EBIRD:OBS942811124	2020-06-21 16:58:28	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	3	S 	C2		United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Berkeley Park	L9882261	P	35.3497116	-82.4707501	2020-06-14	13:00:00	obsr431216	S70433985	Traveling	P22	EBIRD	90	1.298		1	1		0	1	0		Partly sunny, a slight breeze, and mid 70s.		
URN:CornellLabOfOrnithology:EBIRD:OBS949162132	2020-07-23 16:11:52	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	8	S 	C2		United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Mills River Park	L2327984	H	35.3834520	-82.5487804	2020-06-28	07:10:00	obsr431216	S70910069	Traveling	P22	EBIRD	110	3.862		1	1		1	1	0		Mostly overcast to some clearing, calm, and 67 to 72.		
URN:CornellLabOfOrnithology:EBIRD:OBS951354281	2020-07-04 12:30:24	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	3	S 	C2		United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Fletcher Community Park	L898752	H	35.4255673	-82.4953079	2020-07-03	06:45:00	obsr431216	S71083492	Traveling	P22	EBIRD	235	7.145		1	1		0	1	0		Mostly sunny, calm, and 68 to 82.		
URN:CornellLabOfOrnithology:EBIRD:OBS958017602	2020-07-19 07:03:17	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1	S 	C2		United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			N Rugby Road Wetlands	L7735928	H	35.3993832	-82.5177185	2020-07-19	06:50:00	obsr431216	S71625362	Traveling	P22	EBIRD	10	0.220		1	1		0	1	0		Overcast, calm, and 68.		
URN:CornellLabOfOrnithology:EBIRD:OBS958047161	2020-07-21 17:37:20	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	3	S 	C2		United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Berkeley Park	L9882261	P	35.3497116	-82.4707501	2020-07-19	07:15:00	obsr431216	S71627532	Traveling	P22	EBIRD	90	2.390		1	1		0	1	0		Clearing, calm, and 68 to 72.		
URN:CornellLabOfOrnithology:EBIRD:OBS955140639	2020-07-24 12:04:39	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	17	S 	C2		United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Mills River Park	L2327984	H	35.3834520	-82.5487804	2020-07-12	07:00:00	obsr431216	S71382595	Traveling	P22	EBIRD	117	3.001		1	1		0	1	0		Clear, calm, and 62 to 74.		
URN:CornellLabOfOrnithology:EBIRD:OBS971220125	2020-08-23 07:26:28	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	12				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Hooper Lane	L870227	H	35.3977086	-82.5444889	2020-08-22	07:34:00	obsr329159	S72719971	Traveling	P22	EBIRD	54	1.699		5	1	G5642527	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS971201467	2020-08-23 05:11:50	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	38				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Mills River Park	L2327984	H	35.3834520	-82.5487804	2020-08-22	08:43:00	obsr402712	S72718388	Traveling	P22	EBIRD	56	0.871		5	1	G5642525	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS971224895	2020-08-23 07:45:13	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	13				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Hooper Lane	L870227	H	35.3977086	-82.5444889	2020-08-22	11:09:00	obsr922853	S72720382	Traveling	P22	EBIRD	31	0.246		5	1	G5642524	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS971201441	2020-08-23 05:11:48	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	13				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Hooper Lane	L870227	H	35.3977086	-82.5444889	2020-08-22	11:09:00	obsr402712	S72718387	Traveling	P22	EBIRD	31	0.246		5	1	G5642524	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS971047465	2020-08-23 05:11:55	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	12				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Hooper Lane	L870227	H	35.3977086	-82.5444889	2020-08-22	07:34:00	obsr294134	S72676903	Traveling	P22	EBIRD	54	1.699		5	1	G5642527	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS971219737	2020-08-23 07:25:42	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	13				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Hooper Lane	L870227	H	35.3977086	-82.5444889	2020-08-22	11:09:00	obsr329159	S72719951	Traveling	P22	EBIRD	31	0.246		5	1	G5642524	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS963271211	2020-08-02 13:08:00	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	11	S 	C2		United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Berkeley Park	L9882261	P	35.3497116	-82.4707501	2020-08-02	06:55:00	obsr431216	S72035962	Traveling	P22	EBIRD	86	1.172		1	1		0	1	0		Mostly sunny, calm, and high 60s.		
URN:CornellLabOfOrnithology:EBIRD:OBS971219021	2020-08-23 07:22:25	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	38				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Mills River Park	L2327984	H	35.3834520	-82.5487804	2020-08-22	08:43:00	obsr827273	S72719889	Traveling	P22	EBIRD	56	0.871		5	1	G5642525	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS971219335	2020-08-23 07:23:52	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	13				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Hooper Lane	L870227	H	35.3977086	-82.5444889	2020-08-22	11:09:00	obsr827273	S72719914	Traveling	P22	EBIRD	31	0.246		5	1	G5642524	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS970809259	2020-08-23 05:11:50	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	38				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Mills River Park	L2327984	H	35.3834520	-82.5487804	2020-08-22	08:43:00	obsr294134	S72681401	Traveling	P22	EBIRD	56	0.871		5	1	G5642525	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS971201536	2020-08-23 05:11:55	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	12				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Hooper Lane	L870227	H	35.3977086	-82.5444889	2020-08-22	07:34:00	obsr402712	S72718390	Traveling	P22	EBIRD	54	1.699		5	1	G5642527	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS971045714	2020-08-23 05:11:48	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	13				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Hooper Lane	L870227	H	35.3977086	-82.5444889	2020-08-22	11:09:00	obsr294134	S72701890	Traveling	P22	EBIRD	31	0.246		5	1	G5642524	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS971218806	2020-08-23 07:21:04	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	12				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Hooper Lane	L870227	H	35.3977086	-82.5444889	2020-08-22	07:34:00	obsr827273	S72719872	Traveling	P22	EBIRD	54	1.699		5	1	G5642527	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS971220023	2020-08-23 07:26:11	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	38				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Mills River Park	L2327984	H	35.3834520	-82.5487804	2020-08-22	08:43:00	obsr329159	S72719964	Traveling	P22	EBIRD	56	0.871		5	1	G5642525	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS971225716	2020-08-23 07:48:40	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	38				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Mills River Park	L2327984	H	35.3834520	-82.5487804	2020-08-22	08:43:00	obsr922853	S72720454	Traveling	P22	EBIRD	56	0.871		5	1	G5642525	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS980713061	2020-09-13 18:41:51	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	55				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	2020-09-13	11:40:00	obsr431216	S73552987	Traveling	P22	EBIRD	174	3.109		1	1		0	1	0		Overcast, calm, and 70 to 75. In first hour had 31 spp., all within 100 m of gravel lot.	2 flocks	
URN:CornellLabOfOrnithology:EBIRD:OBS990258827	2020-10-03 11:59:45	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	3				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	2020-10-03	08:33:00	obsr302626	S74358123	Traveling	P22	EBIRD	203	7.158		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS996356734	2020-10-15 19:02:07	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	29				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	2020-10-15	08:06:00	obsr1105093	S74863004	Traveling	P22	EBIRD	282	8.104		3	1	G5797621	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS996199782	2020-10-15 18:52:20	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	29				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	2020-10-15	08:06:00	obsr294134	S74849379	Traveling	P22	EBIRD	282	8.104		3	1	G5797621	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS994333828	2020-10-12 20:32:48	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	150				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Hooper Lane	L870227	H	35.3977086	-82.5444889	2020-10-11	10:08:00	obsr302626	S74692517	Traveling	P22	EBIRD	135	4.909		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS994422244	2020-10-12 20:32:48	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	150				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Mills River Park	L2327984	H	35.3834520	-82.5487804	2020-10-11	10:12:00	obsr527452	S74699701	Traveling	P22	EBIRD	12	0.651		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS994258226	2020-10-12 20:33:51	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	28				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Mills River Park	L2327984	H	35.3834520	-82.5487804	2020-10-11	08:35:00	obsr431216	S74686184	Traveling	P22	EBIRD	110	0.689		1	1		0	1	0		Overcast, calm, and low 60s. Birded with Steve Barlow and numerous other birders once I sent out a rare bird alert for CCSP.		
