GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS970097805	2020-08-20 11:04:38	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	15				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2020-08-20	09:42:00	obsr294134	S72614592	Traveling	P22	EBIRD	81	5.955		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS963786282	2020-08-03 11:49:24	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	14				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2020-08-03	09:33:00	obsr294134	S72074853	Traveling	P22	EBIRD	80	6.067		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS966595342	2020-08-10 19:23:36	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Leicester patch	L1275966	P	35.6929543	-82.6945585	2020-08-10	11:49:00	obsr237758	S72298600	Traveling	P22	EBIRD	100	0.322		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS967065551	2020-08-12 08:44:42	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	17	F 	C1		United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Warren Wilson College--Owen Park	L596716	H	35.6088129	-82.4315357	2020-08-12	07:51:00	obsr294134	S72338207	Traveling	P22	EBIRD	53	1.545		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS963062202	2020-08-01 16:57:10	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Beaver Lake Bird Sanctuary	L166279	H	35.6334650	-82.5575200	2020-08-01	08:45:00	obsr294134	S72019957	Traveling	P22	EBIRD	85	1.207		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS969674121	2020-08-19 08:35:14	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	46	F 	C1		United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Warren Wilson College--Owen Park	L596716	H	35.6088129	-82.4315357	2020-08-19	07:55:00	obsr294134	S72569768	Traveling	P22	EBIRD	39	1.356		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS964458214	2020-08-05 11:34:13	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	99				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate--Deer Park River Trail	L2145986	H	35.5534398	-82.5865245	2020-08-05	09:31:00	obsr302626	S72128281	Traveling	P22	EBIRD	66	2.920		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS966411477	2020-08-10 10:36:35	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	18				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2020-08-10	09:16:00	obsr294134	S72278813	Traveling	P22	EBIRD	79	7.146		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS971711380	2020-08-24 09:11:16	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	34				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Warren Wilson College--Owen Park	L596716	H	35.6088129	-82.4315357	2020-08-24	08:14:00	obsr294134	S72765734	Traveling	P22	EBIRD	55	2.348		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS972140827	2020-08-25 12:18:28	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	26				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2020-08-25	10:43:00	obsr294134	S72805793	Traveling	P22	EBIRD	86	7.349		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS975252435	2020-09-01 17:07:51	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate--Deer Park River Trail	L2145986	H	35.5534398	-82.5865245	2020-09-01	16:02:00	obsr302626	S73078955	Traveling	P22	EBIRD	60	2.767		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS977822539	2020-09-07 10:53:04	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Leicester patch	L1275966	P	35.6929543	-82.6945585	2020-09-07	07:40:00	obsr237758	S73300191	Traveling	P22	EBIRD	90	1.931		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS983483760	2020-09-19 14:16:26	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	19				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			French Broad River Park	L4775650	H	35.5711483	-82.5655979	2020-09-15	07:46:00	obsr402712	S73787355	Traveling	P22	EBIRD	89	1.912		3	1	G5710603	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS975434881	2020-09-02 08:37:05	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	13				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Warren Wilson College--Owen Park	L596716	H	35.6088129	-82.4315357	2020-09-02	08:00:00	obsr294134	S73095881	Traveling	P22	EBIRD	35	1.613		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1087443329	2021-03-04 16:03:56.564788	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	19				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			French Broad River Park	L4775650	H	35.5711483	-82.5655979	2020-09-15	07:46:00	obsr767799	S82753312	Traveling	P22	EBIRD	89	1.912		3	1	G5710603	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS986469807	2020-09-26 21:21:55	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	25				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2020-09-25	08:51:00	obsr237758	S74042080	Traveling	P22	EBIRD	339	7.564		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS976787157	2020-09-05 12:37:32	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	25				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Leicester patch	L1275966	P	35.6929543	-82.6945585	2020-09-04	17:19:00	obsr237758	S73214045	Traveling	P22	EBIRD	80	0.322		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS981515562	2020-09-15 13:41:31	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	19				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			French Broad River Park	L4775650	H	35.5711483	-82.5655979	2020-09-15	07:46:00	obsr294134	S73622878	Traveling	P22	EBIRD	89	1.912		3	1	G5710603	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS981603267	2020-09-15 12:12:32	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	19				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			French Broad River Park	L4775650	H	35.5711483	-82.5655979	2020-09-15	07:46:00	obsr527452	S73629788	Traveling	P22	EBIRD	89	1.912		3	1	G5710603	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS991476024	2020-10-07 09:05:42	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Beaver Lake Bird Sanctuary	L166279	H	35.6334650	-82.5575200	2020-10-05	08:20:00	obsr431216	S74454337	Traveling	P22	EBIRD	175	1.625		1	1		1	1	0		Clear, calm, and 47 to 63. Birded extensively with Simon Thompson, Tom Bush, and several others.		
URN:CornellLabOfOrnithology:EBIRD:OBS1000561421	2020-10-22 09:58:11	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Beaver Lake Bird Sanctuary	L166279	H	35.6334650	-82.5575200	2020-10-22	08:24:00	obsr237758	S75210112	Traveling	P22	EBIRD	93	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS994289825	2020-10-11 11:25:54	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	49				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2020-10-11	08:55:00	obsr294134	S74688946	Traveling	P22	EBIRD	149	7.301		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1001059141	2020-10-23 14:44:21	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	3				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate--Deer Park River Trail	L2145986	H	35.5534398	-82.5865245	2020-10-23	10:51:00	obsr302626	S75252708	Traveling	P22	EBIRD	66	5.643		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS993622670	2020-10-10 09:18:50	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Lake Julian Park	L140554	H	35.4794464	-82.5380020	2020-10-10	08:29:00	obsr294134	S74634415	Traveling	P22	EBIRD	44	0.859		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1002139682	2020-10-28 11:15:22	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	38				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2020-10-25	08:46:00	obsr294134	S75378412	Traveling	P22	EBIRD	76	11.239		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS993184543	2020-10-09 15:40:21	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	24				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Sandy Mush Game Land--Cedar Hill Rd. #5	L5429941	H	35.7216775	-82.6627623	2020-10-09	08:00:00	obsr294134	S74596965	Traveling	P22	EBIRD	144	2.589		3	1	G5778885	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS991440815	2020-10-09 18:08:01	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Beaver Lake Bird Sanctuary	L166279	H	35.6334650	-82.5575200	2020-10-05	09:09:00	obsr527452	S74451317	Traveling	P22	EBIRD	71	0.911		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS995409729	2020-10-13 16:39:10	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	28				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Beaver Lake Bird Sanctuary	L166279	H	35.6334650	-82.5575200	2020-10-13	08:20:00	obsr431216	S74783124	Traveling	P22	EBIRD	175	1.467		1	1		0	1	0		Mostly clear, breezy, and low to mid 60s.		
URN:CornellLabOfOrnithology:EBIRD:OBS1003242092	2020-10-28 11:35:52	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	19				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2020-10-27	09:05:00	obsr294134	S75481108	Traveling	P22	EBIRD	93	10.703		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS989264237	2020-10-01 11:08:08	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Beaver Lake Bird Sanctuary	L166279	H	35.6334650	-82.5575200	2020-10-01	08:57:00	obsr302626	S74276737	Traveling	P22	EBIRD	130	2.868		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS993332972	2020-10-09 15:04:11	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	24				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Sandy Mush Game Land--Cedar Hill Rd. #5	L5429941	H	35.7216775	-82.6627623	2020-10-09	08:24:00	obsr451707	S74609626	Traveling	P22	EBIRD	115	2.589		3	1	G5778885	0	1	0		Overcast, 58F		
URN:CornellLabOfOrnithology:EBIRD:OBS1001281477	2020-10-24 05:47:43	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2020-10-22	08:46:00	obsr294134	S75273467	Traveling	P22	EBIRD	152	28.378		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS990247074	2020-10-09 18:35:53	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2020-10-03	09:03:00	obsr527452	S74357257	Traveling	P22	EBIRD	159	7.902		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS995902799	2020-10-15 16:45:30	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	67				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2020-10-14	09:01:00	obsr294134	S74824445	Traveling	P22	EBIRD	174	10.546		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS990818120	2020-10-04 10:57:55	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Beaver Lake Bird Sanctuary	L166279	H	35.6334650	-82.5575200	2020-10-04	08:58:00	obsr302626	S74401456	Traveling	P22	EBIRD	77	1.343		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1015494796	2020-11-21 22:21:56.139421	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	24				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Sandy Mush Game Land--Cedar Hill Rd. #5	L5429941	H	35.7216775	-82.6627623	2020-10-09	08:00:00	obsr4325	S76526749	Traveling	P22	EBIRD	144	2.589		3	1	G5778885	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1001512507	2020-10-28 11:35:52	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	10				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2020-10-24	09:12:00	obsr302626	S75294307	Traveling	P22	EBIRD	102	3.009		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS994818730	2020-10-12 10:30:02	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	24				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Sandy Mush Game Land--Cedar Hill Rd. #5	L5429941	H	35.7216775	-82.6627623	2020-10-09	08:00:00	obsr402712	S74733574	Traveling	P22	EBIRD	144	2.589		3	1	G5778885	0	1	0		Overcast, 58F		
URN:CornellLabOfOrnithology:EBIRD:OBS995662453	2020-10-14 10:02:41	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Beaver Lake Bird Sanctuary	L166279	H	35.6334650	-82.5575200	2020-10-14	09:13:00	obsr302626	S74804580	Traveling	P22	EBIRD	47	1.061		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1007919756	2020-11-06 10:52:14	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	18				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Beaver Lake Bird Sanctuary	L166279	H	35.6334650	-82.5575200	2020-11-06	08:37:00	obsr302626	S75893659	Traveling	P22	EBIRD	100	4.369		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1010207669	2020-11-12 18:51:32	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Beaver Lake Bird Sanctuary	L166279	H	35.6334650	-82.5575200	2020-11-10	15:57:00	obsr527452	S76095406	Traveling	P22	EBIRD	14	0.402		1	1		0	1	0		Quick stop by to see the Scoter		
URN:CornellLabOfOrnithology:EBIRD:OBS1020139858	2020-11-29 13:44:06.803416	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	164				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2020-11-29	12:06:00	obsr785042	S76861498	Traveling	P22	EBIRD	83	4.828		2	1	G5953887	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1010417971	2020-11-11 10:05:22	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Beaver Lake Bird Sanctuary	L166279	H	35.6334650	-82.5575200	2020-11-11	08:40:00	obsr302626	S76114638	Traveling	P22	EBIRD	53	1.523		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1020139887	2020-11-29 14:55:07.581637	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	164				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2020-11-29	12:06:00	obsr291882	S76861499	Traveling	P22	EBIRD	83	6.486		2	1	G5953887	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1005567735	2020-11-03 13:28:19	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Beaver Lake Bird Sanctuary	L166279	H	35.6334650	-82.5575200	2020-11-01	09:15:00	obsr302626	S75686192	Traveling	P22	EBIRD	44	1.056		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1007045412	2020-11-04 09:55:23	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Beaver Lake Bird Sanctuary	L166279	H	35.6334650	-82.5575200	2020-11-04	09:09:00	obsr302626	S75816800	Traveling	P22	EBIRD	44	1.123		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1016432896	2020-11-23 11:00:18.345741	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	48				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2020-11-23	09:19:00	obsr294134	S76593584	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1010007546	2020-11-10 13:16:22	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	6				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Beaver Lake Bird Sanctuary	L166279	H	35.6334650	-82.5575200	2020-11-10	08:26:00	obsr302626	S76076193	Traveling	P22	EBIRD	56	1.381		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1026885186	2020-12-11 11:13:40.242573	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	5				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2020-12-11	09:49:00	obsr294134	S77338591	Traveling	P22	EBIRD	83	3.576		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1028263759	2020-12-13 14:52:34.479664	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate--The Lagoon	L2145970	H	35.5402234	-82.5613117	2020-12-13	13:01:00	obsr302626	S77442306	Traveling	P22	EBIRD	102	4.754		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1038705699	2020-12-29 11:56:52.19957	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Beaver Lake Bird Sanctuary	L166279	H	35.6334650	-82.5575200	2020-12-29	08:13:00	obsr294134	S78199488	Traveling	P22	EBIRD	110	3.772		3	1		0	1	0				
